player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Akam Hashim,Iraq,Iraq,DF,27-308,1998,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Al Hamadi,Iraq,Iraq,FW,24-111,2002,Ipswich Town,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.66,0.0,0.0,,58.0,64.4,58.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.55,4.07,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Jasim,Iraq,Iraq,MF,22-151,2004,Al-Najma,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,80.0,72.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.25,8.75,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Yousif,Iraq,Iraq,FW,30-152,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir Al Ammari,Iraq,Iraq,MF,28-328,1997,Cracovia,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,0.0,1.0,0.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayman Hussein,Iraq,Iraq,FW,30-090,1996,,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,33.3,3.0,1.0,0.33,1.0,90.0,100.0,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
Fahad Talib,Iraq,Iraq,GK,31-242,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frans Dhia Putros,Iraq,Iraq,DF,32-341,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hussein Ali,Iraq,Iraq,DF,24-111,2002,Pogoń Szczecin,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,,72.0,80.0,72.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.25,8.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Bayesh,Iraq,Iraq,MF,26-050,2000,,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.17,0.0,0.0,,77.0,85.6,77.0,0,0,,0,0.0,1.0,3.0,-2.0,-2.34,4.59,0.0,0.0,2.0,0.0,4.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jalal Hassan,Iraq,Iraq,GK,35-033,1991,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,4.0,4.0,6.0,2.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kevin Yakob,Iraq,Iraq,MF,25-253,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manaf Younis,Iraq,Iraq,DF,29-216,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Farji,Iraq,Iraq,MF,22-096,2004,Venezia,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,35.6,,0,1,32.0,0,0.0,0.0,2.0,-2.0,-5.63,-4.07,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Merchas Doski,Iraq,Iraq,DF,26-195,1999,Viktoria Plzeň,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,0.0,0.0,4.0,0.0,3.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohanad Ali,Iraq,Iraq,FW,26-000,2000,,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,14.4,,0,1,13.0,0,0.0,0.0,1.0,-1.0,-6.92,-4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mustafa Saadoon,Iraq,Iraq,DF,25-026,2001,,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,20.0,,0,1,18.0,0,0.0,0.0,2.0,-2.0,-10.0,-8.75,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Rebin Sulaka,Iraq,Iraq,DF,34-069,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssef Amyn,Iraq,Iraq,MF,22-303,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaid Ismail,Iraq,Iraq,MF,24-168,2002,,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,58.0,64.4,58.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.55,4.07,0.0,2.0,0.0,0.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Zaid Tahseen,Iraq,Iraq,DF,25-142,2001,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Zidane Iqbal,Iraq,Iraq,MF,23-054,2003,Utrecht,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,35.6,,0,1,32.0,0,0.0,0.0,2.0,-2.0,-5.63,-4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ao Tanaka,Japan,Japan,MF,27-283,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayase Ueda,Japan,Japan,FW,27-283,1998,Feyenoord,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.08,0.0,0.0,,83.0,92.2,83.0,0,0,,0,1.0,1.0,2.0,-1.0,-1.08,-13.94,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayumu Seko,Japan,Japan,"DF,MF",26-013,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daichi Kamada,Japan,Japan,MF,29-319,1996,Crystal Palace,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Daizen Maeda,Japan,Japan,MF,28-243,1997,Celtic,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,72.2,65.0,0,0,,0,1.0,1.0,2.0,-1.0,-1.38,-4.98,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hiroki Ito,Japan,Japan,DF,27-039,1999,Bayern Munich,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Junnosuke Suzuki,Japan,Japan,DF,22-343,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junya Itō,Japan,Japan,"FW,MF",33-103,1993,Genk,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,27.8,,0,1,25.0,0,1.0,1.0,0.0,1.0,3.6,4.98,0.0,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kaishū Sano,Japan,Japan,MF,25-172,2000,Mainz 05,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Keisuke Gotō,Japan,Japan,FW,21-017,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keisuke Ōsako,Japan,Japan,GK,26-327,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keito Nakamura,Japan,Japan,MF,25-327,2000,Reims,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,33.3,3.0,1.0,0.33,1.0,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,5.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kento Shiogai,Japan,Japan,FW,21-086,2005,Wolfsburg,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,7.8,,0,1,7.0,0,1.0,1.0,0.0,1.0,12.86,13.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ko Itakura,Japan,Japan,"DF,MF",29-144,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kōki Ogawa,Japan,Japan,FW,28-316,1997,NEC Nijmegen,1,0,16.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,5.63,0.0,5.63,2.0,0.0,0.0,11.25,0.0,0.0,,16.0,17.8,,0,1,16.0,0,1.0,1.0,0.0,1.0,5.63,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ritsu Doan,Japan,Japan,MF,28-004,1998,Frankfurt,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,74.0,82.2,74.0,0,0,,0,1.0,1.0,2.0,-1.0,-1.22,-6.84,0.0,1.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Shogo Taniguchi,Japan,Japan,DF,34-340,1991,Sint-Truiden,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Shuto Machino,Japan,Japan,FW,26-263,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takefusa Kubo,Japan,Japan,MF,25-016,2001,Real Sociedad,1,1,74.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,0.0,1.22,1.0,0.0,0.0,1.22,0.0,0.0,,74.0,82.2,74.0,0,0,,0,1.0,1.0,2.0,-1.0,-1.22,-6.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Takehiro Tomiyasu,Japan,Japan,DF,27-227,1998,Ajax,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,17.8,,0,1,16.0,0,1.0,1.0,0.0,1.0,5.63,6.84,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomoki Hayakawa,Japan,Japan,GK,27-109,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyoshi Watanabe,Japan,Japan,DF,29-135,1997,Feyenoord,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,74.0,82.2,74.0,0,0,,0,1.0,1.0,2.0,-1.0,-1.22,-6.84,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Yuito Suzuki,Japan,Japan,"FW,MF",24-238,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yukinari Sugawara,Japan,Japan,"DF,FW",25-357,2000,Werder Bremen,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,5.63,5.63,0.0,0.0,16.0,17.8,,0,1,16.0,0,1.0,1.0,0.0,1.0,5.63,6.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yūto Nagatomo,Japan,Japan,"DF,MF",39-281,1986,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Suzuki,Japan,Japan,GK,23-303,2002,Parma,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,2.0,2.0,6.0,4.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Abdallah Al-Fakhouri,Jordan,Jordan,GK,26-149,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdallah Nasib,Jordan,Jordan,DF,32-115,1994,,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,80.0,88.9,80.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.13,7.88,0.0,1.0,1.0,0.0,0.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Azaizeh,Jordan,Jordan,MF,22-068,2004,Al-Shabab,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,,2.0,2.2,,0,1,2.0,0,0.0,0.0,1.0,-1.0,-45.0,-43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Olwan,Jordan,Jordan,MF,26-086,2000,,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,50.0,4.0,2.0,0.25,0.5,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,2.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Amer Jamous,Jordan,Jordan,MF,23-352,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas Badawi,Jordan,Jordan,DF,28-280,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husam Abu Dahab,Jordan,Jordan,DF,26-038,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahim Sadeh,Jordan,Jordan,MF,26-054,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ihsan Haddad,Jordan,Jordan,DF,32-135,1994,,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.13,0.0,0.0,,80.0,88.9,80.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.13,7.88,0.0,0.0,1.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mahmoud Al-Mardi,Jordan,Jordan,"FW,MF",32-257,1993,,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,1,10.0,0,0.0,0.0,1.0,-1.0,-9.0,-7.88,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mo Abualnadi,Jordan,Jordan,DF,25-132,2001,,1,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,71.0,78.9,71.0,0,0,,0,0.0,1.0,1.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Abu Hasheesh,Jordan,Jordan,DF,31-042,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammad Al-Dawud,Jordan,Jordan,"FW,MF",34-069,1992,,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,3.3,,0,1,3.0,0,0.0,0.0,1.0,-1.0,-30.0,-28.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Taha,Jordan,Jordan,MF,20-342,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohannad Abu Taha,Jordan,Jordan,DF,23-138,2003,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Musa Al-Taamari,Jordan,Jordan,FW,29-010,1997,Rennes,1,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,4.14,1.03,0.0,0.0,87.0,96.7,87.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.03,28.97,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nizar Al Rashdan,Jordan,Jordan,MF,27-089,1999,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,3.0,1.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Noor Al Rawabdeh,Jordan,Jordan,MF,29-116,1997,,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Nour Bani Attiah,Jordan,Jordan,GK,33-146,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odeh Al-Fakhouri,Jordan,Jordan,MF,20-210,2005,,1,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.02,1.02,0.0,0.0,88.0,97.8,88.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.02,43.98,0.0,0.0,2.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Rajaei Ayed,Jordan,Jordan,MF,32-330,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saed Al-Rosan,Jordan,Jordan,DF,29-139,1997,,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,1,10.0,0,0.0,0.0,1.0,-1.0,-9.0,-7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Salim Obaid,Jordan,Jordan,DF,34-154,1992,,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,19.0,21.1,,0,1,19.0,0,0.0,0.0,2.0,-2.0,-9.47,-9.47,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Sharara,Jordan,Jordan,FW,28-172,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yazan Al-Arab,Jordan,Jordan,DF,30-140,1996,FC Seoul,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
Yazeed Abulaila,Jordan,Jordan,GK,33-163,1993,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,3.0,3.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Bae Jun-ho,Korea Republic,Korea Republic,"FW,MF",22-303,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cho Gue-sung,Korea Republic,Korea Republic,FW,28-146,1998,Midtjylland,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,12.86,6.43,0.0,0.0,14.0,7.8,,0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cho Wi-je,Korea Republic,Korea Republic,DF,24-299,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
