player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Marcos Llorente,Spain,Spain,DF,31-141,1995,Atlético Madrid,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Martín Zubimendi,Spain,Spain,MF,27-138,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikel Merino,Spain,Spain,MF,29-363,1996,Arsenal,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,20.0,22.2,,0,1,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mikel Oyarzabal,Spain,Spain,FW,29-060,1997,Real Sociedad,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,5.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Williams,Spain,Spain,MF,23-343,2002,Athletic Club,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,4.0,4.4,,0,1,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pau Cubarsí,Spain,Spain,DF,19-149,2007,Barcelona,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedri,Spain,Spain,MF,23-207,2002,Barcelona,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,11.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedro Porro,Spain,Spain,"DF,MF",26-280,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodri,Spain,Spain,MF,29-363,1996,Manchester City,1,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.09,0.0,0.0,,86.0,95.6,86.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Unai Simón,Spain,Spain,GK,29-009,1997,Athletic Club,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
Víctor Muñoz,Spain,Spain,MF,22-342,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeremi Pino,Spain,Spain,"FW,MF",23-243,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Baena,Spain,Spain,"FW,MF",24-335,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Grimaldo,Spain,Spain,"DF,MF",30-273,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Bernhardsson,Sweden,Sweden,MF,27-285,1998,Holstein Kiel,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,98.9,89.0,0,0,,0,3.0,4.0,1.0,3.0,3.03,-86.97,0.0,0.0,2.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Isak,Sweden,Sweden,FW,26-272,1999,Liverpool,1,1,89.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.01,2.02,3.03,1.01,3.03,3.0,2.0,66.7,3.03,2.02,0.33,0.5,89.0,98.9,89.0,0,0,,0,3.0,4.0,1.0,3.0,3.03,-86.97,0.0,1.0,0.0,3.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Elanga,Sweden,Sweden,"FW,MF",24-054,2002,Newcastle,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.1,,0,1,1.0,0,3.0,1.0,0.0,1.0,90.0,86.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Benjamin Nygren,Sweden,Sweden,MF,24-347,2001,Celtic,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,63.0,70.0,63.0,0,0,,0,3.0,3.0,1.0,2.0,2.86,-3.81,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Besfort Zeneli,Sweden,Sweden,MF,23-211,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Starfelt,Sweden,Sweden,DF,31-019,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Svensson,Sweden,Sweden,"DF,MF",24-128,2002,Dortmund,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.1,,0,1,1.0,0,3.0,1.0,0.0,1.0,90.0,86.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elliot Stroud,Sweden,Sweden,MF,23-363,2002,Mjällby,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,26.0,28.9,,0,1,26.0,0,3.0,2.0,0.0,2.0,6.92,4.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Eric Smith,Sweden,Sweden,"DF,MF",29-163,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Gudmundsson,Sweden,Sweden,MF,27-052,1999,Leeds United,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,64.0,71.1,64.0,0,0,,0,3.0,3.0,1.0,2.0,2.81,-4.11,0.0,2.0,3.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Gustaf Lagerbielke,Sweden,Sweden,DF,26-071,2000,Braga,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,5.0,1.0,4.0,4.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gustaf Nilsson,Sweden,Sweden,FW,29-028,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herman Johansson,Sweden,Sweden,MF,28-247,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hjalmar Ekdal,Sweden,Sweden,DF,27-242,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isak Hien,Sweden,Sweden,DF,27-158,1999,Atalanta,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,5.0,1.0,4.0,4.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jacob Widell Zetterström,Sweden,Sweden,GK,27-344,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesper Karlström,Sweden,Sweden,MF,30-364,1995,Udinese,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,83.0,92.2,83.0,0,0,,0,3.0,4.0,1.0,3.0,3.25,-9.6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ken Sema,Sweden,Sweden,"FW,MF",32-263,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristoffer Nordfeldt,Sweden,Sweden,GK,36-362,1989,AIK Stockholm,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,5.0,1.0,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lucas Bergvall,Sweden,Sweden,MF,20-138,2006,Tottenham,1,0,27.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,1.0,0.0,0.0,3.33,0.0,0.0,,27.0,30.0,,0,1,27.0,0,3.0,2.0,0.0,2.0,6.67,3.81,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mattias Svanberg,Sweden,Sweden,MF,27-166,1999,Wolfsburg,1,0,7.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.86,0.0,12.86,12.86,12.86,1.0,1.0,100.0,12.86,12.86,1.0,1.0,7.0,7.8,,0,1,7.0,0,3.0,1.0,0.0,1.0,12.86,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Taha Ali,Sweden,Sweden,"FW,MF",27-354,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Lindelöf,Sweden,Sweden,DF,31-338,1994,Aston Villa,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,5.0,1.0,4.0,4.0,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Gyökeres,Sweden,Sweden,FW,28-016,1998,Arsenal,1,1,90.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,40.0,5.0,2.0,0.2,0.5,90.0,100.0,90.0,1,0,,0,3.0,5.0,1.0,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Johansson,Sweden,Sweden,GK,27-279,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasin Ayari,Sweden,Sweden,MF,22-257,2003,Brighton,1,1,90.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,1.0,1.0,90.0,100.0,90.0,1,0,,0,3.0,5.0,1.0,4.0,4.0,,0.0,1.0,1.0,0.0,5.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Ardon Jashari,Switzerland,Switzerland,MF,23-325,2002,Milan,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,,2.0,1.1,,0,1,2.0,1,1.0,0.0,1.0,-1.0,-45.0,-47.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Aurèle Amenda,Switzerland,Switzerland,DF,22-324,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breel Embolo,Switzerland,Switzerland,FW,29-126,1997,Rennes,2,2,178.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.51,0.51,1.01,0.0,0.51,5.0,1.0,20.0,2.53,0.51,0.0,0.0,89.0,98.9,89.0,1,0,,0,2.0,3.0,1.0,2.0,1.01,-43.99,0.0,3.0,4.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cedric Itten,Switzerland,Switzerland,"FW,MF",29-175,1996,Düsseldorf,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,1.1,,0,1,2.0,1,3.0,2.0,1.0,1.0,45.0,43.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Christian Fassnacht,Switzerland,Switzerland,"FW,MF",32-221,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Ndoye,Switzerland,Switzerland,"MF,FW",25-238,2000,Nottingham,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,40.0,6.67,2.67,0.0,0.0,68.0,75.0,68.0,0,0,,0,2.0,1.0,0.0,1.0,0.67,-3.33,0.0,1.0,6.0,1.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Zakaria,Switzerland,Switzerland,DF,29-212,1996,Monaco,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,50.0,90.0,1,0,,1,1.0,1.0,1.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Djibril Sow,Switzerland,Switzerland,MF,29-134,1997,Sevilla,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,11.1,,0,1,20.0,1,3.0,4.0,1.0,3.0,13.5,13.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Eray Cömert,Switzerland,Switzerland,DF,28-136,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Rieder,Switzerland,Switzerland,MF,24-124,2002,Augsburg,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,,48.0,52.8,70.0,0,1,25.0,0,2.0,0.0,1.0,-1.0,-0.95,-5.18,0.0,0.0,2.0,0.0,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Granit Xhaka,Switzerland,Switzerland,MF,33-266,1992,Sunderland,2,2,180.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,1.0,2.0,0.0,1.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Gregor Kobel,Switzerland,Switzerland,GK,28-196,1997,Dortmund,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,7.0,5.0,71.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Johan Manzambi,Switzerland,Switzerland,MF,20-249,2005,Freiburg,2,0,45.0,0.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,50.0,8.0,4.0,0.5,1.0,23.0,25.0,,0,2,23.0,0,2.0,4.0,2.0,2.0,4.0,3.33,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luca Jaquez,Switzerland,Switzerland,DF,23-018,2003,Stuttgart,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,2.8,,0,1,5.0,1,3.0,2.0,1.0,1.0,18.0,16.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Manuel Akanji,Switzerland,Switzerland,DF,30-336,1995,Inter,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,0.0,2.0,0.0,0.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Marvin Keller,Switzerland,Switzerland,GK,23-352,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Aebischer,Switzerland,Switzerland,"MF,FW",29-165,1997,Pisa,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.33,0.67,0.0,0.0,68.0,75.0,68.0,0,0,,0,2.0,1.0,0.0,1.0,0.67,-3.33,0.0,1.0,2.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Miro Muheim,Switzerland,Switzerland,"DF,MF",28-088,1998,Hamburger SV,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,1.1,,0,1,2.0,0,1.0,0.0,1.0,-1.0,-45.0,-47.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Elvedi,Switzerland,Switzerland,DF,29-263,1996,Gladbach,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,3.0,2.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noah Okafor,Switzerland,Switzerland,"FW,MF",26-027,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remo Freuler,Switzerland,Switzerland,MF,34-066,1992,Bologna,2,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51,0.0,0.0,,89.0,98.9,89.0,1,0,,0,2.0,5.0,1.0,4.0,2.02,47.02,0.0,2.0,1.0,1.0,2.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Rodríguez,Switzerland,Switzerland,DF,33-299,1992,Real Betis,2,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,98.9,89.0,1,0,,0,2.0,5.0,1.0,4.0,2.02,47.02,0.0,3.0,0.0,0.0,12.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ruben Vargas,Switzerland,Switzerland,MF,27-319,1998,Sevilla,2,1,98.0,1.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.92,0.92,1.84,0.92,1.84,5.0,3.0,60.0,4.59,2.76,0.2,0.33,49.0,54.4,78.0,0,1,20.0,0,2.0,5.0,1.0,4.0,3.67,4.77,0.0,1.0,4.0,0.0,15.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Silvan Widmer,Switzerland,Switzerland,DF,33-107,1993,Mainz 05,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,85.0,47.2,85.0,0,0,,1,3.0,2.0,0.0,2.0,2.12,1.17,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yvon Mvogo,Switzerland,Switzerland,GK,32-014,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeki Amdouni,Switzerland,Switzerland,"FW,MF",25-198,2000,Burnley,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,0.0,0.0,,12.0,6.7,,0,1,12.0,1,1.0,0.0,1.0,-1.0,-7.5,-9.64,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Adem Arous,Tunisia,Tunisia,DF,21-338,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Abdi,Tunisia,Tunisia,DF,32-182,1993,Nice,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,5.0,-4.0,-4.0,,0.0,3.0,0.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Anis Ben Slimane,Tunisia,Tunisia,FW,25-096,2001,Norwich City,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,83.0,92.2,83.0,0,0,,0,0.0,1.0,4.0,-3.0,-3.25,9.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Aymen Dahmen,Tunisia,Tunisia,GK,29-143,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Bronn,Tunisia,Tunisia,DF,31-001,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Achouri,Tunisia,Tunisia,"FW,MF",27-130,1999,FC Copenhagen,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.74,4.74,0.0,0.0,19.0,21.1,,0,1,19.0,0,0.0,0.0,2.0,-2.0,-9.47,-6.94,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elias Saad,Tunisia,Tunisia,FW,26-175,1999,Hannover 96,1,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.27,0.0,0.0,,71.0,78.9,71.0,0,0,,0,0.0,1.0,3.0,-2.0,-2.54,6.94,0.0,0.0,2.0,1.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ellyes Skhiri,Tunisia,Tunisia,MF,31-041,1995,Frankfurt,1,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,71.0,78.9,71.0,0,0,,0,0.0,1.0,3.0,-2.0,-2.54,6.94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
